sentence,label
that does n't bring you into the characters so much as it has you study them,1
mean,0
well established,1
clever dialogue and likeable characters,1
eloquent clarity,1
natural sportsmen,1
has ever suspected hollywood of being overrun by corrupt and hedonistic weasels,0
a captivating drama,1
whose riveting memories are rendered with such clarity that it 's as if it all happened only yesterday,1
"created a provocative , absorbing drama that reveals the curse of a self-hatred instilled by rigid social mores",1
the right choices at every turn,1
irritating films,0
refreshing and comical spin,1
clean and,1
"offers chills much like those that you get when sitting around a campfire around midnight , telling creepy stories to give each other the willies",1
all the stomach-turning violence,0
a decent attempt,1
"'s about as convincing as any other arnie musclefest ,",0
gets old quickly .,0
never quite ignites .,0
that it 's inauthentic at its core,0
disappointingly generic,0
"a poignant , artfully crafted meditation on mortality .",1
unique director 's,1
that the film never feels derivative,1
burn the negative and the script and,0
"faster , livelier and",1
keep this from being a complete waste of time,0
"in all , an interesting look at the life of the campaign-trail press , especially ones that do n't really care for the candidate",1
"in the process of trimming the movie to an expeditious 84 minutes , director roger kumble seems to have dumped a whole lot of plot in favor of ... outrageous gags .",0
most impressive player,1
the film lacks momentum and its position remains mostly undeterminable,0
"ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",1
"sorority boys , which is as bad at it is cruel ,",0
"well-intentioned ,",1
it 's a very valuable film ...,1
"to be influenced chiefly by humanity 's greatest shame , reality shows -- reality shows for god 's sake !",0
", the film maintains a beguiling serenity and poise that make it accessible for a non-narrative feature .",1
"anyone could desire to the cheap , graceless , hackneyed sci-fi serials of the '30s and '40s",0
a fair bit,1
genuinely bone-chilling tale,1
more damning,1
the movie fails to live up to the sum of its parts .,0
"avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates",0
"the characters are so generic and the plot so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon/bourne or his predicament",0
tosca 's intoxicating ardor,1
traditional romantic,1
a certain charm,1
"keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity",1
"the superficially written characters ramble on tediously about their lives , loves and the art",0
kicks into gear,1
as intelligent,1
"is a pretty good job ,",1
brosnan 's finest non-bondish performance,1
is a whole lot of nada .,0
crushingly self-indulgent spectacle,0
`` interview '' loses its overall sense of mystery and becomes a tv episode rather than a documentary that you actually buy into .,0
"wickedly funny , visually engrossing",1
this much imagination,1
wasted minutes of sandler as the voice-over hero in columbia pictures ' perverse idea of an animated holiday movie,0
"although olivier assayas ' elegantly appointed period drama seems , at times , padded with incident in the way of a too-conscientious adaptation ... its three-hour running time plays closer to two .",1
moving and not infrequently breathtaking,1
clever enough,1
unlikely to become a household name on the basis of his first starring vehicle,0
relatively dry,0
uneven but a lot of fun,1
the action and special effects,1
", pretty and gifted , it really won my heart",1
"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .",0
puppies with broken legs,0
exciting moviemaking,1
"despite the predictable parent vs. child coming-of-age theme , first-class , natural acting and a look at `` the real americans '' make this a charmer .",1
incapable,0
have at it,1
am highly amused by the idea that we have come to a point in society where it has been deemed important enough to make a film in which someone has to be hired to portray richard dawson .,0
like the original,1
family comedy,1
turn out to be a bit of a cheat in the end,0
"as rude and profane as ever , always hilarious and , most of the time ,",1
"mostly believable , refreshingly low-key and",1
most edgy,1
the shameless self-caricature of ` analyze this ' ( 1999 ),0
is its low-key way of tackling what seems like done-to-death material,0
"sounds like a cruel deception carried out by men of marginal intelligence , with reactionary ideas about women and a total lack of empathy .",0
of stagy set pieces stacked with binary oppositions,0
"so bland that even as rogue cia assassins working for chris cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for damon/bourne or his predicament",0
prove diverting enough,1
realize your mind is being blown .,1
"its exquisite acting , inventive screenplay , mesmerizing music",1
presiding over the end of cinema as we know it and,0
the large-format film is well suited to capture these musicians in full regalia and,1
"will earn her share of the holiday box office pie , although this movie makes one thing perfectly clear",1
want to bolt the theater in the first 10 minutes,0
`` radical '' or `` suck '',0
believe that a life like this can sound so dull,0
so hideously and clumsily,0
very thrilling,1
highly watchable stuff .,1
you 'll just have your head in your hands wondering why lee 's character did n't just go to a bank manager and save everyone the misery .,0
thin stretched over the nearly 80-minute running time,0
rewarded,1
spinoff of last summer 's bloated effects,0
"sweet , funny , charming , and",1
sprightly,1
elevates the experience,1
sitting around,0
co-writers lisa bazadona and grace woodard,1
", elusive , yet inexplicably",1
it 's rare to find a film to which the adjective ` gentle ' applies,1
"much of a mixed bag , with enough negatives",0
a superfluous sequel ... plagued by that old familiar feeling of ` let 's get this thing over with ' :,0
"than the screenplay , which lags badly in the middle and lurches between not-very-funny comedy , unconvincing dramatics and some last-minute action strongly reminiscent of run lola run",0
where a masterpiece should be,1
of story and his juvenile camera movements,0
